49374 143730
2168 49289 557
2169 7058 207
2169 30841 94
2169 44009 121
2170 7989 199
2170 7990 207
2170 40732 108
2170 45017 392
2171 6094 119
2171 6095 183
2171 44481 127
2172 2030 37
2172 2173 335
2172 46802 31
2173 2172 335
2173 35308 2623
2173 35867 743
2174 28688 37
2175 13424 50
2176 12309 133
2176 12310 149
2176 29860 95
2177 2184 125
2177 44869 169
2177 44870 169
2177 36554 466
2177 46273 352
2178 42241 124
2178 42264 74
2178 1457 333
2179 2180 83
2179 20663 88
2179 41490 287
2179 41492 402
2180 2179 83
2180 10615 90
2180 41491 390
2180 35516 306
2181 49085 28
2181 49088 14
2181 2090 108
2181 48077 30
2182 2002 159
2182 8109 40
2182 37489 454
2183 13261 369
2184 2177 125
2184 36555 337
2184 36556 348
2184 37210 98
2185 2623 99
2185 9730 250
2185 11156 204
2186 21175 57
2186 34933 89
2186 47471 165
2187 46819 11
2187 46821 9
2187 46822 11
2187 46823 11
2188 4094 258
2188 41595 111
2188 1298 18
2189 11290 2643
2189 39983 272
2190 2206 102
2190 17077 305
2190 39287 385
2190 36574 435
2190 46194 300
2191 7773 43
2191 18912 104
2191 48774 35
2192 35173 83
2192 35174 70
2192 35175 96
2192 48161 185
2193 2194 26
2193 32684 9
2193 39450 178
2194 2193 26
2194 2195 253
2194 32683 363
2195 2194 253
2196 2207 94
2196 27690 85
2196 37123 308
2197 2198 39
2197 25495 193
2197 28669 47
2198 2197 39
2198 28669 26
2199 2200 399
2199 34827 134
2199 1340 520
2200 2199 399
2200 26414 99
2200 31703 402
2200 46881 96
2201 16450 202
2201 22241 214
2201 28768 208
2201 48827 245
2202 2203 32
2202 5501 30
2202 37766 107
2203 2202 32
2204 14230 100
2204 14231 77
2204 19539 404
2205 4584 97
2205 37050 403
2205 37054 91
2205 37055 405
2206 2190 102
2206 36572 564
2206 36573 417
2206 46642 94
2206 47409 94
2207 2196 94
2207 2224 50
2207 34297 327
2208 2209 65
2208 42638 33
2208 44256 65
2208 38866 27
2209 2208 65
2209 44999 545
2209 38866 60
2210 2213 91
2210 23046 80
2210 41493 429
2210 43009 344
2211 17212 167
2211 25525 407
2212 2004 280
2212 10942 62
2212 44132 43
2213 2210 91
2213 41494 392
2213 41495 357
2213 47666 63
2214 24226 32
2214 39695 433
2214 43584 95
2214 35679 268
2214 46198 120
2215 49249 123
2215 44117 66
2215 35861 482
2215 45969 44
2216 2128 14
2216 2217 315
2216 20478 223
2217 2216 315
2218 2119 1946
2218 35988 96
2218 48883 334
2219 2161 9
2219 39292 31
2219 46206 56
2220 1956 12
2220 23428 108
2220 46895 378
2221 33489 100
2221 41546 79
2221 34996 11
2222 2223 17
2222 14573 72
2222 27016 76
2223 2222 17
2223 14572 33
2223 14573 59
2224 2207 50
2224 16689 325
2224 22235 170
2224 46306 14
2224 46307 14
2225 39810 181
2225 46198 373
2225 37800 589
2226 8990 50
2227 10390 118
2227 36098 798
2227 36099 781
2227 36118 149
2227 47176 121
2228 24524 49
2228 38595 145
2228 38596 668
2229 32659 92
2230 2231 40
2230 47683 234
2230 38608 26
2230 38612 90
2231 2230 40
2232 15526 78
2233 2062 116
2233 29292 86
2233 36044 332
2233 38505 102
2234 4493 113
2234 39247 35
2234 35000 177
2235 28480 235
2236 24866 134
2236 42867 127
2236 47468 386
2237 28121 595
2237 41567 168
2237 35026 162
2237 37831 336
2238 20745 52
2239 18326 254
2239 18327 108
2239 25317 202
2240 14557 75
2240 39563 100
2240 44027 99
2241 20920 205
2241 31870 107
2241 31871 104
2241 44026 143
2241 35064 138
2242 2089 110
2242 28362 266
2242 36048 396
2243 43008 401
2243 43012 91
2243 43013 406
2243 38542 312
2244 9058 99
2244 9059 106
2244 32260 201
2244 34824 422
2245 27532 42
2245 43689 26
2245 492 43
2246 2247 246
2246 18004 485
2246 29645 140
2247 2246 246
2248 1921 336
2248 2249 434
2248 37181 559
2249 2248 434
2249 22527 57
2249 29240 48
2250 6719 268
2250 6720 250
2250 23676 105
2250 1386 164
2251 10734 101
2251 22980 109
2251 29240 96
2251 35545 266
2252 26502 94
2252 41538 378
2252 48100 14
2252 48101 22
2253 28248 73
2253 32526 94
2253 38300 102
2254 2255 16
2254 10523 89
2254 16188 89
2254 42113 238
2255 2254 16
2255 9225 342
2255 16189 137
2256 2257 287
2256 11121 98
2256 17536 113
2256 34295 281
2257 2256 287
2257 2258 235
2257 18641 98
2257 18642 112
2258 2257 235
2258 2259 222
2258 9353 98
2258 9354 112
2259 2258 222
2259 2260 176
2259 24598 98
2259 28132 111
2260 2259 176
2260 2261 180
2260 24599 99
2260 28133 111
2261 2260 180
2261 2262 200
2261 7383 97
2261 7384 112
2262 2261 200
2262 2263 201
2262 24600 98
2262 27003 111
2263 49284 4
2263 2262 201
2263 24601 98
2264 2265 201
2264 24602 97
2264 28134 82
2265 2264 201
2265 24603 96
2265 41194 203
2266 20843 100
2266 41168 109
2266 41206 200
2266 42907 201
2267 2268 238
2267 2271 246
2267 19757 66
2268 2267 238
2268 2269 390
2268 7935 56
2268 1630 86
2269 49091 10
2269 2268 390
2269 19761 59
2270 2271 342
2270 19754 90
2270 23534 41
2271 2267 246
2271 2270 342
2271 19756 89
2271 1629 67
2272 4630 55
2272 10931 58
2273 19682 75
2273 37875 313
2274 2275 115
2274 25121 256
2274 32890 111
2274 35392 128
2275 2274 115
2275 2276 110
2275 16476 126
2276 2275 110
2276 2277 108
2276 2938 42
2276 2939 128
2277 2276 108
2277 2278 113
2277 16477 128
2277 24424 54
2278 2277 113
2278 2279 33
2278 31228 62
2279 2278 33
2279 2280 331
2279 16478 94
2280 2279 331
2280 2281 96
2280 29924 94
2281 2280 96
2281 16481 90
2281 30413 91
2282 2283 175
2283 2282 175
2283 19829 121
2283 576 118
2284 2285 287
2284 21203 96
2284 21204 100
2285 2284 287
2285 21203 378
2285 24763 100
2286 2287 95
2286 6663 78
2286 6664 231
2287 2286 95
2287 22637 81
2287 22638 237
2288 24764 100
2288 31622 100
2288 1337 523
2289 13245 100
2289 13246 100
2289 1337 476
2290 44585 197
2290 1331 204
2290 37357 106
2290 46174 13
2291 30261 358
2291 34811 83
2291 37357 207
2292 2293 305
2292 34811 17
2292 37358 82
2293 2292 305
2293 4208 86
2293 19568 384
2294 2295 100
2295 2294 100
2295 2296 243
2295 24774 92
2296 2295 243
2296 2297 361
2296 5572 249
2297 2296 361
2297 23163 33
2297 23164 322
2298 9974 189
2298 9975 217
2298 31979 374
2299 2300 38
2299 13246 320
2299 30814 95
2300 2299 38
2300 2301 95
2300 30815 112
2301 2300 95
2301 2302 92
2301 28398 201
2301 28399 201
2302 2301 92
2302 2303 76
2302 2304 363
2302 15485 357
2303 2302 76
2303 2304 87
2303 19850 31
2304 2302 363
2304 2303 87
2304 2305 89
2305 2304 89
2305 15485 100
2305 15486 84
2306 2307 50
2307 2306 50
2307 7246 82
2307 46199 226
2308 2309 34
2309 2308 34
2309 28496 232
2309 37369 66
2310 2311 62
2311 2310 62
2311 24772 84
2311 29374 85
2312 2313 326
2313 2312 326
2313 2314 145
2313 29868 133
2314 2313 145
2314 2315 180
2314 13961 266
2315 2314 180
2315 2316 256
2315 33555 116
2316 2315 256
2316 13966 228
2316 22044 175
2317 2318 135
2317 4341 142
2317 8848 101
2318 2317 135
2318 54 118
2318 220 322
2319 2320 55
2319 20384 145
2319 32048 115
2320 2319 55
2321 2322 130
2322 2321 130
2322 16752 268
2322 23777 152
2323 2324 201
2323 2334 12
2323 25874 100
2324 2323 201
2324 2325 205
2324 19360 102
2324 19361 98
2325 2324 205
2325 2326 200
2325 25875 100
2325 27545 100
2326 2325 200
2326 25876 100
2326 27514 100
2326 48388 201
2327 9410 102
2327 47449 99
2327 48389 229
2328 25868 112
2328 28967 110
2328 42521 409
2329 2330 174
2329 25007 112
2329 25008 113
2330 2329 174
2330 2331 201
2330 23843 113
2330 23844 112
2331 2330 201
2331 2332 199
2331 25870 112
2331 26015 112
2332 2331 199
2332 2333 194
2332 20703 116
2332 20704 111
2333 2332 194
2333 25873 115
2333 28965 111
2334 2323 12
2334 28963 86
2334 38770 52
2335 2336 278
2335 23122 39
2335 41131 90
2335 48045 279
2336 2335 278
2336 2337 293
2336 20443 91
2336 29928 91
2337 2336 293
2337 2338 290
2337 20444 91
2337 30364 90
2338 2337 290
2338 20445 91
2338 27378 91
2338 38471 142
2339 10426 109
2339 44416 15
2339 38471 11
2340 2341 202
2340 17052 92
2340 27439 91
2340 40862 403
2341 2340 202
2341 8574 92
2341 17052 293
2341 40976 202
2342 17049 100
2342 31004 100
2342 41035 201
2342 48280 127
2343 2344 202
2343 17050 98
2343 28889 104
2343 48280 72
2344 2343 202
2344 17051 100
2344 18275 103
2344 43950 200
2345 2346 123
2345 18045 109
2345 34191 29
2346 2345 123
2347 2348 142
2347 2416 94
2347 47888 90
2347 1787 139
2348 2347 142
2349 7851 340
2349 48173 141
2350 2351 140
2350 27719 448
2350 29871 130
2351 2350 140
2351 4286 55
2351 44898 22
2352 2353 195
2352 7865 162
2352 42094 106
2353 2352 195
2353 11198 276
2353 33135 103
2354 2355 225
2354 23739 88
2354 29692 159
2355 2354 225
2355 2356 122
2355 29544 200
2356 2355 122
2356 2357 355
2356 8452 168
2357 2356 355
2357 2358 525
2357 19211 164
2358 2357 525
2358 2359 74
2358 4054 148
2358 32454 130
2359 2358 74
2359 2360 202
2359 11666 77
2360 2359 202
2360 2361 81
2360 5455 128
2361 2360 81
2361 2362 83
2361 11665 325
2362 2361 83
2362 11664 417
2362 47413 83
2363 2364 127
2363 3345 93
2363 11074 95
2364 2363 127
2365 14321 68
2366 2367 879
2366 2368 89
2366 11452 195
2367 2366 879
2367 6201 612
2367 22796 221
2368 2366 89
2368 17700 152
2368 48492 496
2369 2370 386
2369 6213 350
2369 6214 97
2370 2369 386
2370 6213 114
2370 20427 45
2371 11226 89
2371 23363 536
2371 42221 59
2372 23363 91
2372 28862 92
2372 42221 478
2373 2374 108
2373 17422 190
2373 30166 294
2374 2373 108
2374 13630 184
2374 47495 9
2375 2376 56
2375 47495 111
2375 49016 214
2376 2375 56
2376 2377 101
2376 17404 200
2376 49015 201
2377 2376 101
2377 2378 101
2377 17405 200
2377 27212 200
2378 2377 101
2378 2379 100
2378 17406 200
2378 49017 201
2379 2378 100
2379 2380 102
2379 3268 200
2379 3269 201
2380 2379 102
2380 2381 95
2380 9109 201
2380 9110 201
2381 2380 95
2381 2382 123
2381 29978 65
2382 2381 123
2382 7739 108
2382 30169 202
2383 2384 82
2384 2383 82
2384 7749 93
2384 23647 91
2385 2386 91
2385 7742 98
2385 15556 190
2386 2385 91
2386 2387 91
2386 25539 96
2387 2386 91
2387 2388 79
2387 26247 96
2388 2387 79
2388 2389 83
2388 34644 62
2389 2388 83
2389 2390 75
2389 27605 62
2390 2389 75
2390 7744 101
2390 8236 105
2391 2392 390
2391 17408 101
2391 17409 27
2392 2391 390
2392 2393 311
2392 7745 82
2393 2392 311
2393 4182 248
2393 4183 50
2394 2395 66
2395 2394 66
2395 2396 158
2395 7741 100
2395 34126 93
2396 2395 158
2397 7746 88
2397 17416 339
2397 32591 92
2398 2399 402
2398 6651 85
2398 6652 90
2399 2398 402
2399 7737 84
2399 34129 90
2400 2401 50
2400 6505 214
2400 16680 86
2401 2400 50
2402 17435 245
2402 22966 200
2402 30850 156
2403 2404 92
2403 17425 201
2403 24262 200
2404 2403 92
2404 2405 108
2404 7207 116
2404 45142 200
2405 2404 108
2405 2406 105
2405 17426 199
2405 30115 201
2406 2405 105
2406 2407 94
2406 17427 221
2407 2406 94
2407 2408 93
2407 17429 259
2407 34616 113
2408 2407 93
2408 2409 93
2408 29361 85
2408 29362 103
2409 2408 93
2409 2410 96
2409 33718 101
2410 2409 96
2410 2411 93
2410 15993 84
2410 15994 134
2411 2410 93
2411 2412 53
2411 17432 310
2411 34374 102
2412 2411 53
2413 2414 152
2413 41952 94
2413 41953 125
2413 44118 93
2414 2413 152
2414 42559 122
2414 42979 94
2414 1678 76
2415 2416 125
2415 16772 92
2415 1787 97
2416 2347 94
2416 2415 125
2416 2417 154
2416 16773 95
2417 2416 154
2418 2419 62
2418 12928 154
2418 12929 261
2419 2418 62
2419 2420 142
2419 2439 60
2420 2419 142
2421 6861 100
2421 6862 99
2421 186 199
2421 1024 335
2422 2423 109
2422 27018 145
2422 186 113
2423 2422 109
2423 2424 109
2423 15595 206
2423 15596 165
2424 2423 109
2424 2425 110
2424 34286 187
2425 2424 110
2425 2426 110
2425 31708 206
2425 33144 201
2426 2425 110
2426 26707 230
2426 36414 128
2426 38485 210
2427 29391 269
2427 185 111
2427 38485 7
2428 2429 83
2428 18064 130
2428 1730 215
2429 2428 83
2429 18057 113
2429 46527 138
2430 25471 75
2430 28949 188
2430 35062 24
2431 23397 110
2431 41992 168
2431 35060 62
2432 13560 216
2433 2434 21
2433 41988 590
2433 35061 41
2434 2433 21
2435 2436 131
2435 24995 114
2435 31766 223
2436 2435 131
2436 16797 230
2436 47036 387
2437 2438 258
2437 17548 97
2437 17549 99
2437 17603 199
2438 2437 258
2438 23119 100
2438 31212 98
2439 2419 60
2440 2441 38
2441 2440 38
2441 15691 52
2441 15692 188
2442 8073 260
2442 17771 201
2442 29498 217
2442 46672 124
2443 2444 80
2443 19261 201
2443 46667 432
2444 2443 80
2444 2445 80
2444 19262 204
2445 2444 80
2445 8882 43
2445 8883 195
2446 2447 71
2446 12358 94
2446 20298 114
2447 2446 71
2447 2448 63
2447 32235 24
2448 2447 63
2449 2450 85
2449 2453 57
2449 11480 198
2450 2449 85
2450 2451 435
2450 31061 122
2451 2450 435
2451 2452 103
2451 36569 85
2452 2451 103
2452 2453 332
2452 33546 40
2453 2449 57
2453 2452 332
2453 11481 133
2454 49142 52
2454 46585 317
2454 46812 11
2454 46814 15
2455 2456 181
2455 6175 132
2455 13824 229
2456 2455 181
2456 2457 111
2456 30314 141
2456 30315 122
2457 2456 111
2457 33448 69
2457 34585 122
2458 2459 56
2459 2458 56
2459 33342 240
2459 34740 81
2460 2461 323
2460 13580 99
2460 22881 100
2461 2460 323
2461 2462 202
2461 22882 94
2461 37313 100
2462 2461 202
2462 31968 45
2462 37314 101
2463 2464 34
2464 2463 34
2464 11282 78
2464 11283 248
2465 2466 46
2465 17306 30
2465 39316 94
2466 2465 46
2466 2467 46
2466 39310 27
2467 2466 46
2467 39316 110
2467 39317 20
2468 2469 32
2469 1914 68
2469 2468 32
2469 21342 81
2470 49374 45
2470 2471 54
2470 23269 182
2471 2470 54
2472 2473 55
2472 6461 76
2472 16653 73
2473 2472 55
2474 2475 53
2474 31905 100
2475 2474 53
2475 2476 77
2475 18772 53
2475 30428 49
2476 2475 77
2476 18773 48
2476 24062 48
2477 15362 97
2477 26699 94
2477 30839 239
2477 42275 390
2478 17458 96
2478 36854 162
2478 36855 119
2479 2480 203
2480 2479 203
2480 4598 64
2480 21337 206
2481 2482 278
2481 4926 10
2481 20520 117
2482 2481 278
2482 2483 185
2482 4926 170
2483 2482 185
2484 2485 371
2484 14951 94
2484 27912 185
2485 2484 371
2485 27913 645
2485 34182 299
2486 2487 359
2486 18741 80
2486 29250 80
2487 2486 359
2487 29250 456
2487 46969 2
2488 2489 153
2488 6553 202
2488 26683 201
2488 46969 84
2489 2488 153
2490 2491 438
2490 27050 205
2490 33896 197
2491 2490 438
2491 24456 199
2491 24457 201
2492 2493 258
2492 6557 278
2492 6558 202
2493 2492 258
2493 6563 459
2493 18726 198
2493 18727 120
2494 2495 66
2495 2494 66
2495 2496 218
2495 18747 93
2496 2495 218
2496 2497 403
2496 18748 97
2496 20662 104
2497 2496 403
2497 2498 198
2497 18749 97
2497 28960 103
2498 2497 198
2498 2499 202
2498 18745 97
2498 22556 102
2499 2498 202
2499 18743 62
2499 32008 101
2500 2501 125
2500 27052 115
2500 29851 199
2501 2500 125
2501 26032 41
2501 27052 132
2502 2503 72
2502 2504 415
2502 29713 94
2503 2502 72
2503 2504 91
2503 29714 53
2504 2502 415
2504 2503 91
2504 2505 39
2505 2504 39
2505 2506 78
2505 29713 253
2506 2505 78
2506 6568 157
2506 44965 44
2507 2508 73
2507 6569 200
2507 44965 79
2508 2507 73
2508 6008 98
2508 6009 199
2508 44966 121
2509 2510 64
2509 12731 71
2509 12732 77
2510 2509 64
2511 2022 140
2511 715 185
2511 956 51
2512 2023 138
2512 2513 140
2512 956 90
2513 2512 140
2513 42676 150
2513 42782 73
2514 2515 133
2514 44060 130
2514 38174 210
2515 2514 133
2515 841 122
2515 38174 263
2516 841 259
2516 842 194
2516 1007 112
2517 4448 277
2517 30687 101
2517 843 24
2518 44003 167
2519 2520 234
2519 13447 183
2519 13448 55
2520 2519 234
2520 2521 135
2520 9823 85
2520 22451 84
2521 2520 135
2522 9834 289
2522 9835 77
2522 37145 56
2523 2524 77
2523 14808 195
2523 22461 42
2524 2523 77
2524 2525 126
2524 17900 119
2525 2524 126
2525 9832 111
2525 22456 86
2525 45174 189
2526 2527 234
2526 22454 147
2526 25613 142
2527 2526 234
2527 22455 127
2527 25613 239
2528 9814 124
2528 41729 185
2528 46875 161
2529 22453 76
2529 25611 235
2529 41729 411
2530 2531 143
2530 11043 285
2530 39487 35
2531 2530 143
2531 9518 52
2531 11043 191
2532 2533 202
2532 14791 207
2532 1416 200
2532 46415 290
2533 2532 202
2533 2534 100
2533 9831 107
2533 22460 101
2534 2533 100
2534 2535 101
2534 10338 201
2534 12660 201
2535 2534 101
2535 2536 22
2535 14794 201
2535 21237 58
2536 2535 22
2537 2538 203
2537 14821 404
2537 42959 118
2537 47708 201
2538 2537 203
2538 2539 104
2538 10340 201
2538 14821 200
2539 2538 104
2539 2540 97
2539 10341 200
2539 14822 201
2540 2539 97
2540 2541 100
2540 10342 200
2540 14823 201
2541 2540 100
2541 2542 101
2541 10343 201
2541 14824 201
2542 2541 101
2542 2543 100
2542 10344 200
2542 14825 200
2543 2542 100
2543 2544 101
2543 10345 200
2543 11345 200
2544 2543 101
2544 2545 100
2544 3183 201
2544 697 200
2545 2544 100
2545 2546 101
2545 4233 199
2545 4234 201
2546 2545 101
2546 2547 283
2546 10346 200
2546 14251 200
2547 2546 283
2547 2548 121
2547 9820 96
2548 2547 121
2548 2549 99
2548 6700 200
2549 2548 99
2549 2550 303
2549 9845 114
2549 22446 90
2550 2549 303
2550 9848 109
2550 14833 545
2550 22463 73
2551 2552 68
2551 9837 90
2551 9839 194
2551 19717 91
2552 2551 68
2553 9826 77
2553 19613 58
2553 22696 156
2554 13626 208
2554 693 196
2554 48884 119
2555 22123 23
2555 45166 108
2555 35515 109
2556 2557 38
2557 2556 38
2557 2558 168
2557 21586 86
2558 2557 168
2558 8758 78
2558 47609 25
2559 2560 217
2559 10116 265
2559 12060 100
2560 2559 217
2560 2561 250
2560 11978 421
2561 1947 136
2561 2560 250
2561 8299 422
2562 2563 49
2562 7782 108
2562 43996 107
2563 2562 49
2563 2564 106
2563 7783 108
2564 2563 106
2564 14121 88
2564 14122 61
2564 40946 305
2565 16769 132
2565 48755 57
2566 31919 168
2566 35483 145
2566 1791 108
2567 2568 74
2567 4057 68
2567 4058 136
2568 2567 74
2569 2570 143
2569 29534 140
2569 39452 25
2570 2569 143
2570 2571 232
2570 24075 180
2571 2570 232
2571 38169 28
2571 48302 62
2572 2573 71
2572 2575 119
2572 28168 304
2573 2572 71
2573 2574 127
2573 30640 331
2573 48748 306
2574 2573 127
2574 24074 266
2574 25168 179
2574 39452 113
2575 2572 119
2575 37823 444
2575 48749 548
2576 2577 71
2576 2584 180
2576 37998 116
2577 2576 71
2577 29882 407
2577 48209 279
2578 2579 147
2578 35594 444
2578 46569 406
2579 2578 147
2579 2580 80
2579 6092 62
2580 2579 80
2580 2581 52
2580 12367 285
2581 2580 52
2581 2582 149
2581 12367 217
2582 2581 149
2582 2583 99
2582 10195 207
2583 2582 99
2583 2584 115
2583 10704 204
2584 2576 180
2584 2583 115
2584 10705 229
2584 37998 96
2585 18861 130
2585 46569 105
2585 37999 746
2586 20556 87
2586 28619 102
2586 31378 304
2587 35520 152
2587 46371 13
2587 48332 200
2588 2589 380
2588 23753 513
2588 46371 15
2589 2588 380
2589 2590 95
2589 22028 281
2589 23753 135
2590 2589 95
2590 2591 99
2590 22028 193
2590 35531 136
2591 2590 99
2591 2592 100
2591 18708 193
2591 35530 152
2592 2591 100
2592 2593 99
2592 19387 192
2592 19388 197
2593 2592 99
2593 2594 100
2593 44291 196
2593 35527 193
2594 2593 100
2594 2595 100
2594 9570 193
2594 9571 196
2595 2594 100
2595 2596 99
2595 22029 193
2595 33874 196
2596 2595 99
2596 2597 100
2596 22030 193
2596 30619 196
2597 2596 100
2597 11489 50
2597 25700 61
2598 15629 495
2598 44179 13
2599 2600 204
2599 2603 150
2599 6863 405
2599 8328 1056
2600 2599 204
2600 34662 299
2600 44179 19
2601 2602 26
2601 2605 123
2601 6865 414
2602 2601 26
2602 2603 57
2602 28078 115
2603 2599 150
2603 2602 57
2603 6866 410
2604 2605 114
2604 14940 119
2605 2601 123
2605 2604 114
2605 47687 173
2606 2607 63
2606 9613 222
2606 47972 119
2607 2606 63
2607 30510 127
2607 47989 31
2608 46574 89
2609 2610 341
2609 5369 185
2609 10128 76
2610 2609 341
2610 8762 140
2610 17707 36
2611 2612 112
2611 2640 41
2611 25086 57
2612 2611 112
2612 2613 109
2612 9724 253
2612 33024 202
2613 2612 109
2613 2614 115
2613 9725 253
2613 18169 202
2614 2613 115
2614 2615 115
2614 9726 253
2614 15339 203
2615 2614 115
2615 2616 101
2615 9415 252
2615 9416 203
2616 2615 101
2616 2617 100
2616 9727 253
2616 29312 204
2617 2616 100
2617 2618 100
2617 9728 253
2617 28635 203
2618 2617 100
2618 6198 128
2618 6199 81
2618 45100 43
2619 2620 410
2619 26500 100
2619 26501 94
2619 41996 141
2620 2619 410
2620 2621 404
